date,hour,wind,solar,thermal
2019-05-03,19,2521,332,6951
2019-05-03,20,2892,0,7287
2019-05-03,21,3263,0,6702
2019-05-03,22,3402,0,5878
2019-05-03,23,3743,0,5213
2019-05-04,0,3813,0,4093
2019-05-04,1,3917,0,3462
2019-05-04,2,3648,0,4054
2019-05-04,3,3513,0,3330
2019-05-04,4,3219,0,3429
2019-05-04,5,3083,0,3456
2019-05-04,6,3026,955,3039
2019-05-04,7,2757,5019,1992
2019-05-04,8,2270,8543,1773
2019-05-04,9,1612,9831,1754
2019-05-04,10,1303,10470,1600
2019-05-04,11,1284,10642,1400
2019-05-04,12,1312,10723,1400
2019-05-04,13,1747,10815,1238
2019-05-04,14,2356,10515,1313
2019-05-04,15,3114,10032,1694
2019-05-04,16,3477,8754,2625
2019-05-04,17,3333,7236,3239
2019-05-04,18,3201,3322,4795
2019-05-04,19,3080,369,6250
2019-05-04,20,3151,0,6326
2019-05-04,21,3420,0,5917
2019-05-04,22,3480,0,5008
2019-05-04,23,3265,0,4702
2019-05-05,0,3214,0,3514
2019-05-05,1,3314,0,2840
2019-05-05,2,3667,0,3531
2019-05-05,3,3463,0,2609
2019-05-05,4,3226,0,2501
2019-05-05,5,2991,0,2583
2019-05-05,6,2894,988,2416
2019-05-05,7,2738,4755,1609
2019-05-05,8,2597,7409,1365
2019-05-05,9,2511,8008,1562
2019-05-05,10,2328,8203,1596
2019-05-05,11,2377,8382,1591
2019-05-05,12,2774,7996,1548
2019-05-05,13,3214,8200,1403
2019-05-05,14,3418,8388,1307
2019-05-05,15,3647,8248,1856
2019-05-05,16,3465,7370,2696
2019-05-05,17,3242,5968,3415
2019-05-05,18,3349,2871,4457
2019-05-05,19,3113,230,5768
2019-05-05,20,3213,0,5845
2019-05-05,21,3321,0,5739
2019-05-05,22,3226,0,5270
2019-05-05,23,3105,0,4405
2019-05-06,0,3293,0,3488
2019-05-06,1,3197,0,3185
2019-05-06,2,3071,0,4229
2019-05-06,3,3017,0,3529
2019-05-06,4,3012,0,3570
2019-05-06,5,3033,0,3656
2019-05-06,6,3148,660,4480
2019-05-06,7,2992,3792,4065
2019-05-06,8,3094,6296,3573
2019-05-06,9,3479,8076,3221
2019-05-06,10,3346,9135,3033
2019-05-06,11,3383,9266,2946
2019-05-06,12,3491,9314,2687
2019-05-06,13,3711,9569,2394
2019-05-06,14,4081,9376,2497
2019-05-06,15,4320,8552,3080
2019-05-06,16,4789,8051,3819
2019-05-06,17,4901,6807,4145
2019-05-06,18,4934,2788,5671
2019-05-06,19,4901,315,6827
2019-05-06,20,4805,37,7137
2019-05-06,21,4866,0,6808
2019-05-06,22,4937,0,5711
2019-05-06,23,4820,0,4664
2019-05-07,0,4594,0,4190
2019-05-07,1,4339,0,3796
2019-05-07,2,3981,0,4441
2019-05-07,3,3741,0,3742
2019-05-07,4,3913,0,3608
2019-05-07,5,3741,0,3857
2019-05-07,6,3566,833,4275
2019-05-07,7,3446,4393,4391
2019-05-07,8,3313,7346,3934
2019-05-07,9,2957,8787,2759
2019-05-07,10,2581,9462,2894
2019-05-07,11,2357,9725,3150
2019-05-07,12,3065,9266,3001
2019-05-07,13,3670,9324,2812
2019-05-07,14,3727,9534,2687
2019-05-07,15,4392,9027,3324
2019-05-07,16,4489,8415,4331
2019-05-07,17,4681,7028,4708
2019-05-07,18,4705,3135,5754
2019-05-07,19,4452,268,7017
2019-05-07,20,4523,0,7187
2019-05-07,21,4656,0,6246
2019-05-07,22,4373,0,5507
2019-05-07,23,4661,0,4665
2019-05-08,0,4807,0,3980
2019-05-08,1,4926,0,3978
2019-05-08,2,4948,0,4358
2019-05-08,3,5080,0,3328
2019-05-08,4,5075,0,3173
2019-05-08,5,4733,0,3986
2019-05-08,6,4275,934,4617
2019-05-08,7,3842,4572,4286
2019-05-08,8,3289,7402,3930
2019-05-08,9,2628,8008,3747
2019-05-08,10,1881,8766,3712
2019-05-08,11,1350,9097,3578
2019-05-08,12,1311,9548,3386
2019-05-08,13,1391,9437,3527
2019-05-08,14,1988,9481,3440
2019-05-08,15,2885,8928,3563
2019-05-08,16,3674,8666,3891
2019-05-08,17,4222,6927,4412
2019-05-08,18,4309,3422,5668
2019-05-08,19,4069,339,7962
2019-05-08,20,4157,0,8201
2019-05-08,21,4251,0,7154
2019-05-08,22,4504,0,6291
2019-05-08,23,4551,0,4979
2019-05-09,0,4488,0,3939
2019-05-09,1,4165,0,3418
2019-05-09,2,3789,0,3867
2019-05-09,3,3549,0,2910
2019-05-09,4,3339,0,3293
2019-05-09,5,3023,0,3563
2019-05-09,6,2665,775,4509
2019-05-09,7,2339,3304,4661
2019-05-09,8,2078,5605,4405
2019-05-09,9,1967,7670,3630
2019-05-09,10,2038,9235,3344
2019-05-09,11,2094,9808,3496
2019-05-09,12,1993,9952,3463
2019-05-09,13,2114,9939,3608
2019-05-09,14,2382,9948,3685
2019-05-09,15,2737,9487,4008
2019-05-09,16,3131,8817,4381
2019-05-09,17,3662,6472,4882
2019-05-09,18,3872,2832,6256
2019-05-09,19,3703,306,7470
2019-05-09,20,3766,7,7763
2019-05-09,21,3669,0,7245
2019-05-09,22,3483,0,6031
2019-05-09,23,3080,0,5599
2019-05-10,0,2822,0,4792
2019-05-10,1,2783,0,3914
2019-05-10,2,2832,0,4295
2019-05-10,3,2478,0,3745
2019-05-10,4,2283,0,3990
2019-05-10,5,1963,0,4954
2019-05-10,6,1807,446,6167
2019-05-10,7,1730,2077,5869
2019-05-10,8,1380,3629,5513
2019-05-10,9,1115,4217,5350
2019-05-10,10,907,5719,5031
2019-05-10,11,802,6996,4728
2019-05-10,12,1004,7493,4841
2019-05-10,13,782,6895,4747
2019-05-10,14,732,6108,5089
2019-05-10,15,831,5220,5480
2019-05-10,16,1193,4822,6003
2019-05-10,17,1825,3877,6307
2019-05-10,18,2067,1677,7131
2019-05-10,19,1911,205,7581
2019-05-10,20,1729,0,8392
2019-05-10,21,1616,0,8540
2019-05-10,22,1550,0,7534
2019-05-10,23,1457,0,6729
2019-05-11,0,1461,0,5722
2019-05-11,1,1396,0,4770
2019-05-11,2,1416,0,4955
2019-05-11,3,1541,0,3845
2019-05-11,4,1578,0,3784
2019-05-11,5,1542,0,3947
2019-05-11,6,1331,772,4136
2019-05-11,7,973,4064,3846
2019-05-11,8,643,6760,2918
2019-05-11,9,412,8591,2632
2019-05-11,10,365,9507,2367
2019-05-11,11,361,9824,2397
2019-05-11,12,299,9487,2564
2019-05-11,13,277,9525,2519
2019-05-11,14,483,9461,2481
2019-05-11,15,1141,9056,2844
2019-05-11,16,1822,7245,3810
2019-05-11,17,1497,6632,4298
2019-05-11,18,1961,3301,5145
2019-05-11,19,2656,332,5994
2019-05-11,20,2811,0,6252
2019-05-11,21,2739,0,6264
2019-05-11,22,2554,0,5186
2019-05-11,23,2574,0,4400
2019-05-12,0,2812,0,3580
2019-05-12,1,3027,0,2960
2019-05-12,2,2863,0,3334
2019-05-12,3,2983,0,2297
2019-05-12,4,2788,0,2140
2019-05-12,5,2157,0,2346
2019-05-12,6,1501,1213,2401
2019-05-12,7,1182,4429,2275
2019-05-12,8,1216,6477,1933
2019-05-12,9,1109,7303,1780
2019-05-12,10,801,8117,1713
2019-05-12,11,572,8054,1825
2019-05-12,12,649,8402,1802
2019-05-12,13,667,8701,1716
2019-05-12,14,1006,8922,1656
2019-05-12,15,1630,8834,1769
2019-05-12,16,2510,8166,2608
2019-05-12,17,2962,7342,2987
2019-05-12,18,3491,3672,3658
2019-05-12,19,3811,453,4456
2019-05-12,20,4028,0,4818
2019-05-12,21,4289,0,4439
2019-05-12,22,4403,0,3898
2019-05-12,23,4505,0,3662
2019-05-13,0,4383,0,3027
2019-05-13,1,4371,0,2812
2019-05-13,2,4303,0,3534
2019-05-13,3,4108,0,2513
2019-05-13,4,3755,0,2630
2019-05-13,5,3554,0,2975
2019-05-13,6,3284,1261,3258
2019-05-13,7,3058,5091,3217
2019-05-13,8,2621,8545,2733
2019-05-13,9,2277,9779,3029
2019-05-13,10,2372,10280,3088
2019-05-13,11,2397,10646,3285
2019-05-13,12,2655,10409,3298
2019-05-13,13,2856,10470,3412
2019-05-13,14,2937,10210,3757
2019-05-13,15,3334,9721,4492
2019-05-13,16,3396,8893,4946
2019-05-13,17,3607,7020,5536
2019-05-13,18,3522,3452,6212
2019-05-13,19,3824,407,7535
2019-05-13,20,4195,14,7794
2019-05-13,21,4137,0,6642
2019-05-13,22,3818,0,5599
2019-05-13,23,4038,0,4863
2019-05-14,0,4033,0,4005
2019-05-14,1,3993,0,3588
2019-05-14,2,3928,0,4385
2019-05-14,3,3763,0,3563
2019-05-14,4,3358,0,3796
2019-05-14,5,3131,0,4307
2019-05-14,6,2691,1350,4886
2019-05-14,7,2135,5529,4605
2019-05-14,8,1880,8492,4037
2019-05-14,9,1677,9442,3719
2019-05-14,10,1334,9522,4273
2019-05-14,11,1336,10293,4283
2019-05-14,12,1352,10433,4241
2019-05-14,13,1582,10364,4078
2019-05-14,14,1896,10151,4152
2019-05-14,15,1932,9402,4555
2019-05-14,16,1993,8402,5397
2019-05-14,17,2281,6339,6040
2019-05-14,18,2440,2741,7503
2019-05-14,19,2259,420,9577
2019-05-14,20,1967,0,11127
2019-05-14,21,2079,0,9558
2019-05-14,22,2031,0,7598
2019-05-14,23,1730,0,6438
2019-05-15,0,1708,0,5420
2019-05-15,1,1672,0,4691
2019-05-15,2,1878,0,5000
2019-05-15,3,1864,0,4158
2019-05-15,4,1786,0,4408
2019-05-15,5,1580,0,5449
2019-05-15,6,1150,556,6632
2019-05-15,7,978,2512,7021
2019-05-15,8,731,4018,7334
2019-05-15,9,1040,5877,6267
2019-05-15,10,1580,7821,5041
2019-05-15,11,1928,8676,4687
2019-05-15,12,2321,8582,4055
2019-05-15,13,2483,8410,4078
2019-05-15,14,2569,7461,4136
2019-05-15,15,2348,6080,5477
2019-05-15,16,2326,4595,6647
2019-05-15,17,2318,3243,7181
2019-05-15,18,2220,1519,7921
2019-05-15,19,2334,232,9112
2019-05-15,20,2541,0,9637
2019-05-15,21,2291,1,8081
2019-05-15,22,1968,1,6572
2019-05-15,23,2438,0,4929
2019-05-16,0,2479,0,3898
2019-05-16,1,2140,0,3586
2019-05-16,2,2090,0,4229
2019-05-16,3,2193,0,3049
2019-05-16,4,2008,0,3206
2019-05-16,5,1889,0,3940
2019-05-16,6,1880,329,4954
2019-05-16,7,2244,2267,4770
2019-05-16,8,2637,4861,4046
2019-05-16,9,3398,6125,3417
2019-05-16,10,4554,7066,2919
2019-05-16,11,5062,7343,2608
2019-05-16,12,5029,7811,2559
2019-05-16,13,4855,7669,2474
2019-05-16,14,4734,6897,2474
2019-05-16,15,4565,6531,2684
2019-05-16,16,4412,5990,3527
2019-05-16,17,4476,5288,3692
2019-05-16,18,4046,2673,4446
2019-05-16,19,3445,333,6300
2019-05-16,20,3176,0,7574
2019-05-16,21,3345,0,5828
2019-05-16,22,3207,0,5071
2019-05-16,23,3235,0,4237
2019-05-17,0,3645,0,2748
2019-05-17,1,3867,0,2042
2019-05-17,2,3846,0,2839
2019-05-17,3,3531,0,1876
2019-05-17,4,3536,0,1843
2019-05-17,5,3592,0,2551
2019-05-17,6,3764,1211,2506
2019-05-17,7,3742,3916,2455
2019-05-17,8,3746,6290,2243
2019-05-17,9,3884,7099,2121
2019-05-17,10,3874,7744,1845
2019-05-17,11,3792,7934,1646
2019-05-17,12,4036,8059,1531
2019-05-17,13,4124,7528,1524
2019-05-17,14,4045,6757,1564
2019-05-17,15,4158,6599,1566
2019-05-17,16,4403,6099,2193
2019-05-17,17,4433,5108,3064
2019-05-17,18,4374,3514,3235
2019-05-17,19,4509,453,3653
2019-05-17,20,4278,0,4295
2019-05-17,21,4201,0,3797
2019-05-17,22,4175,0,3368
2019-05-17,23,4353,0,3109
2019-05-18,0,4121,0,2728
2019-05-18,1,3888,0,2524
2019-05-18,2,3264,0,3366
2019-05-18,3,3060,0,2225
2019-05-18,4,2330,0,2057
2019-05-18,5,1543,0,2330
2019-05-18,6,959,1502,2276
2019-05-18,7,725,4324,1913
2019-05-18,8,631,7142,1637
2019-05-18,9,658,8711,1507
2019-05-18,10,727,9494,1419
2019-05-18,11,932,9483,1472
2019-05-18,12,1328,8748,1568
2019-05-18,13,1542,8040,1794
2019-05-18,14,2278,6810,1689
2019-05-18,15,2842,5932,1732
2019-05-18,16,2963,4304,2190
2019-05-18,17,3117,2531,2853
2019-05-18,18,2796,946,3140
2019-05-18,19,2271,72,3765
2019-05-18,20,2095,0,4092
2019-05-18,21,2056,0,4064
2019-05-18,22,2125,0,3833
2019-05-18,23,2588,0,3529
2019-05-19,0,2476,0,3015
2019-05-19,1,2329,0,2572
2019-05-19,2,2196,0,3185
2019-05-19,3,1869,0,2256
2019-05-19,4,1451,0,2283
2019-05-19,5,1333,0,2353
2019-05-19,6,1311,459,2439
2019-05-19,7,1634,2090,2457
2019-05-19,8,1663,4090,2521
2019-05-19,9,1806,5806,2415
2019-05-19,10,2178,7046,2012
2019-05-19,11,2449,7272,1715
2019-05-19,12,3187,6425,1727
2019-05-19,13,3352,6495,1516
2019-05-19,14,3320,6032,1653
2019-05-19,15,3317,5847,1664
2019-05-19,16,3468,5282,2033
2019-05-19,17,2960,3844,2394
2019-05-19,18,2861,1746,2512
2019-05-19,19,2475,311,2897
2019-05-19,20,2796,12,3030
2019-05-19,21,3109,11,3032
2019-05-19,22,3307,0,2840
2019-05-19,23,3042,0,2568
2019-05-20,0,2410,0,2380
2019-05-20,1,2254,0,2293
2019-05-20,2,2637,0,3000
2019-05-20,3,2684,0,2077
2019-05-20,4,3013,0,1926
2019-05-20,5,3351,0,2126
2019-05-20,6,3323,1379,2727
2019-05-20,7,3440,5204,2375
2019-05-20,8,3522,7410,1970
2019-05-20,9,4050,8155,1807
2019-05-20,10,4254,8255,1706
2019-05-20,11,4385,8197,1789
2019-05-20,12,4551,7673,1898
2019-05-20,13,4737,6864,2030
2019-05-20,14,4651,6853,1869
2019-05-20,15,4528,6695,1578
2019-05-20,16,4360,6901,1957
2019-05-20,17,4424,6200,2476
2019-05-20,18,4286,3648,2891
2019-05-20,19,3916,572,3706
2019-05-20,20,3605,0,4150
2019-05-20,21,3729,0,3901
2019-05-20,22,3720,0,3049
2019-05-20,23,3334,0,2846
2019-05-21,0,3319,0,2303
2019-05-21,1,3416,0,2039
2019-05-21,2,3289,0,3010
2019-05-21,3,2975,0,2239
2019-05-21,4,3083,0,2499
2019-05-21,5,3125,0,3126
2019-05-21,6,3363,1092,3397
2019-05-21,7,3526,3694,2912
2019-05-21,8,3861,5881,2769
2019-05-21,9,3758,7187,2764
2019-05-21,10,3742,8029,2630
2019-05-21,11,3892,8307,2477
2019-05-21,12,4099,7979,2574
2019-05-21,13,4281,7764,2551
2019-05-21,14,4291,7616,2643
2019-05-21,15,4164,7786,2248
2019-05-21,16,4040,7288,2608
2019-05-21,17,3955,6024,2846
2019-05-21,18,3707,2956,3433
2019-05-21,19,3429,369,4361
2019-05-21,20,3593,0,4690
2019-05-21,21,3225,0,4440
2019-05-21,22,3367,0,3691
2019-05-21,23,4001,0,3102
2019-05-22,0,4056,0,2481
2019-05-22,1,3782,0,2415
2019-05-22,2,3421,0,3408
2019-05-22,3,3391,0,2667
2019-05-22,4,3678,0,2777
2019-05-22,5,3745,0,3216
2019-05-22,6,3607,1052,3197
2019-05-22,7,3565,3692,3005
2019-05-22,8,3155,5632,2890
2019-05-22,9,3318,6381,2855
2019-05-22,10,3495,6900,2714
2019-05-22,11,3171,6346,2799
2019-05-22,12,2766,6140,2669
2019-05-22,13,2803,5819,2658
2019-05-22,14,3600,6726,2229
2019-05-22,15,4233,7083,2196
2019-05-22,16,4606,6435,2369
2019-05-22,17,4701,5634,2708
2019-05-22,18,4654,2929,3189
2019-05-22,19,4466,339,3466
2019-05-22,20,4355,0,3770
2019-05-22,21,4056,0,3835
2019-05-22,22,4302,0,3557
2019-05-22,23,4010,0,3093
2019-05-23,0,3486,0,2963
2019-05-23,1,2680,0,2958
2019-05-23,2,2237,0,3610
2019-05-23,3,2001,0,2837
2019-05-23,4,2176,0,3142
2019-05-23,5,2061,0,3747
2019-05-23,6,2001,687,4237
2019-05-23,7,1928,2446,4550
2019-05-23,8,1672,4159,4383
2019-05-23,9,1751,5487,3828
2019-05-23,10,1841,6187,3853
2019-05-23,11,1762,7172,3766
2019-05-23,12,1846,7289,3281
2019-05-23,13,2117,7432,3313
2019-05-23,14,2195,7157,3470
2019-05-23,15,2254,6333,3978
2019-05-23,16,2218,5051,4562
2019-05-23,17,2021,3909,5030
2019-05-23,18,1893,1725,5328
2019-05-23,19,1690,202,6086
2019-05-23,20,1309,0,6208
2019-05-23,21,1502,0,5584
2019-05-23,22,1950,0,4426
2019-05-23,23,2135,0,3735
2019-05-24,0,2169,0,3092
2019-05-24,1,2150,0,2916
2019-05-24,2,1890,0,3610
2019-05-24,3,1586,0,2771
2019-05-24,4,1252,0,2949
2019-05-24,5,1047,0,3220
2019-05-24,6,974,1487,3221
2019-05-24,7,885,5369,2658
2019-05-24,8,750,7618,2331
2019-05-24,9,647,8868,2192
2019-05-24,10,738,9557,1901
2019-05-24,11,771,9356,1947
2019-05-24,12,939,9487,1849
2019-05-24,13,968,9595,1743
2019-05-24,14,890,9523,1585
2019-05-24,15,853,9110,1796
2019-05-24,16,995,8308,2473
2019-05-24,17,1242,7213,2914
2019-05-24,18,1704,3583,3567
2019-05-24,19,2122,598,4368
2019-05-24,20,2631,0,4274
2019-05-24,21,3165,0,3912
2019-05-24,22,3290,0,3427
2019-05-24,23,3428,0,2963
2019-05-25,0,3290,0,2593
2019-05-25,1,3361,0,2431
2019-05-25,2,3159,0,3195
2019-05-25,3,2950,0,1940
2019-05-25,4,2562,0,1933
2019-05-25,5,2166,0,2102
2019-05-25,6,1786,1574,1840
2019-05-25,7,1525,5004,1545
2019-05-25,8,1555,7532,1171
2019-05-25,9,1396,8515,997
2019-05-25,10,1404,9727,905
2019-05-25,11,1541,9636,896
2019-05-25,12,1549,9412,902
2019-05-25,13,1222,9380,970
2019-05-25,14,1561,8485,1033
2019-05-25,15,2134,7992,1176
2019-05-25,16,2502,7510,1745
2019-05-25,17,2751,6130,2042
2019-05-25,18,3293,3008,2647
2019-05-25,19,2965,555,3192
2019-05-25,20,3082,0,3181
2019-05-25,21,3046,0,3270
2019-05-25,22,2941,0,3341
2019-05-25,23,2898,0,3111
2019-05-26,0,2973,0,2792
2019-05-26,1,2868,0,2068
2019-05-26,2,2803,0,3042
2019-05-26,3,2992,0,1924
2019-05-26,4,3008,0,1986
2019-05-26,5,3210,0,1818
2019-05-26,6,3275,932,1903
2019-05-26,7,3381,2522,1690
2019-05-26,8,3652,4423,1292
2019-05-26,9,3657,5598,1295
2019-05-26,10,3362,6583,1024
2019-05-26,11,3318,6910,913
2019-05-26,12,3324,6363,953
2019-05-26,13,3329,6301,877
2019-05-26,14,3200,5863,963
2019-05-26,15,3164,5605,1056
2019-05-26,16,3114,5246,1530
2019-05-26,17,2635,3958,2149
2019-05-26,18,2375,1526,2169
2019-05-26,19,2428,215,2317
2019-05-26,20,3024,0,2662
2019-05-26,21,3434,0,2615
2019-05-26,22,3130,0,2640
2019-05-26,23,2945,0,2380
2019-05-27,0,2936,0,2191
2019-05-27,1,3164,0,1770
2019-05-27,2,3295,0,2537
2019-05-27,3,3491,0,1321
2019-05-27,4,3358,0,1182
2019-05-27,5,2871,0,1419
2019-05-27,6,3019,1625,1501
2019-05-27,7,3253,4667,1213
2019-05-27,8,3678,5164,1024
2019-05-27,9,3774,5404,950
2019-05-27,10,3659,5594,873
2019-05-27,11,3672,5613,860
2019-05-27,12,4221,5429,750
2019-05-27,13,4325,5496,751
2019-05-27,14,4286,5207,771
2019-05-27,15,4376,4870,834
2019-05-27,16,4528,4400,1462
2019-05-27,17,4684,4517,1428
2019-05-27,18,4522,3085,1440
2019-05-27,19,4676,550,1718
2019-05-27,20,4484,0,1974
2019-05-27,21,4399,0,2035
2019-05-27,22,4261,0,1956
2019-05-27,23,3830,0,1967
2019-05-28,0,4129,0,1726
2019-05-28,1,4234,0,1197
2019-05-28,2,4068,0,1870
2019-05-28,3,3675,0,889
2019-05-28,4,3508,0,1002
2019-05-28,5,3469,0,1622
2019-05-28,6,3341,1329,1521
2019-05-28,7,3522,4718,1230
2019-05-28,8,3089,6632,1365
2019-05-28,9,2363,7710,1496
2019-05-28,10,1764,8711,1675
2019-05-28,11,1369,9524,1507
2019-05-28,12,1379,9669,1579
2019-05-28,13,1502,9762,1938
2019-05-28,14,2031,9302,2080
2019-05-28,15,2467,8965,2473
2019-05-28,16,3709,7461,2851
2019-05-28,17,4193,6600,3404
2019-05-28,18,4369,4183,3984
2019-05-28,19,4347,754,4318
2019-05-28,20,4333,0,4075
2019-05-28,21,4258,0,3941
2019-05-28,22,4096,0,3922
2019-05-28,23,3716,0,3500
2019-05-29,0,3051,0,3005
2019-05-29,1,2426,0,2640
2019-05-29,2,2064,0,3391
2019-05-29,3,2096,0,2013
2019-05-29,4,1790,0,2312
2019-05-29,5,1415,0,2967
2019-05-29,6,1199,1299,2848
2019-05-29,7,1164,5205,2425
2019-05-29,8,990,7677,2033
2019-05-29,9,748,8646,2301
2019-05-29,10,606,9311,3170
2019-05-29,11,566,9844,3072
2019-05-29,12,472,9968,3234
2019-05-29,13,557,9883,3057
2019-05-29,14,804,9493,2634
2019-05-29,15,1184,9334,3047
2019-05-29,16,1540,8084,3642
2019-05-29,17,1940,6703,3631
2019-05-29,18,2160,3860,4390
2019-05-29,19,2594,674,5663
2019-05-29,20,2953,0,5771
2019-05-29,21,3318,0,5003
2019-05-29,22,3187,0,4385
2019-05-29,23,3283,0,3738
2019-05-30,0,2927,0,3508
2019-05-30,1,2589,0,2856
2019-05-30,2,2291,0,3356
2019-05-30,3,1877,0,2304
2019-05-30,4,1649,0,2327
2019-05-30,5,1447,0,2400
2019-05-30,6,1399,1661,2412
2019-05-30,7,1298,5861,2053
2019-05-30,8,1272,8602,1903
2019-05-30,9,1175,9737,1738
2019-05-30,10,924,10221,1825
2019-05-30,11,827,9939,2075
2019-05-30,12,808,10025,2232
2019-05-30,13,1113,9901,2121
2019-05-30,14,1503,9819,2222
2019-05-30,15,1921,9467,2460
2019-05-30,16,2218,8673,2958
2019-05-30,17,2472,7216,3429
2019-05-30,18,2413,3843,4296
2019-05-30,19,2048,724,5941
2019-05-30,20,2138,0,6200
2019-05-30,21,1910,0,5175
2019-05-30,22,1826,0,4829
2019-05-30,23,2204,0,4040
2019-05-31,0,1992,0,3605
2019-05-31,1,1754,0,3241
2019-05-31,2,1548,0,3671
2019-05-31,3,1233,0,2596
2019-05-31,4,1155,0,2607
2019-05-31,5,986,0,2686
2019-05-31,6,828,1468,2498
2019-05-31,7,519,4856,2744
2019-05-31,8,359,7892,2803
2019-05-31,9,291,8943,2846
2019-05-31,10,325,9519,2739
2019-05-31,11,371,9927,2667
2019-05-31,12,396,9671,2622
2019-05-31,13,479,9923,2489
2019-05-31,14,583,9788,2650
2019-05-31,15,684,8932,2976
2019-05-31,16,1133,8273,3364
2019-05-31,17,1584,6898,3770
2019-05-31,18,1891,3888,4627
2019-05-31,19,2685,733,5438
2019-05-31,20,3235,0,5418
2019-05-31,21,3268,0,4626
2019-05-31,22,3241,0,4024
2019-05-31,23,2909,0,3522
2019-06-01,0,2495,0,3083
2019-06-01,1,2327,0,2933
2019-06-01,2,2256,0,3520
2019-06-01,3,1805,0,2485
2019-06-01,4,1583,0,2418
2019-06-01,5,1355,0,2498
2019-06-01,6,1098,1575,2190
2019-06-01,7,875,5667,1576
2019-06-01,8,642,8556,1467
2019-06-01,9,577,9749,1484
2019-06-01,10,612,10408,1376
2019-06-01,11,730,10781,1291
2019-06-01,12,739,10496,1383
2019-06-01,13,856,10187,1465
2019-06-01,14,1088,9649,1691
2019-06-01,15,1933,8677,2029
2019-06-01,16,2508,7361,2738
2019-06-01,17,2343,5356,3232
2019-06-01,18,2994,2672,3889
2019-06-01,19,3488,419,4757
2019-06-01,20,3286,0,4641
2019-06-01,21,2562,0,4968
2019-06-01,22,2647,0,4647
2019-06-01,23,2855,0,3899
2019-06-02,0,2612,0,3117
2019-06-02,1,2564,0,2498
2019-06-02,2,2468,0,2900
2019-06-02,3,2396,0,1626
2019-06-02,4,2155,0,1609
2019-06-02,5,2200,0,1681
2019-06-02,6,2265,1566,1395
2019-06-02,7,1953,4714,1518
2019-06-02,8,1697,7120,1412
2019-06-02,9,1468,9037,1486
2019-06-02,10,1192,9433,1575
2019-06-02,11,1051,9950,1675
2019-06-02,12,1205,10012,1458
2019-06-02,13,1532,8972,1515
2019-06-02,14,2077,8869,1317
2019-06-02,15,2642,8199,1815
2019-06-02,16,2834,6767,2384
2019-06-02,17,2783,4850,2955
2019-06-02,18,3538,2231,3541
2019-06-02,19,3530,387,4517
2019-06-02,20,3441,0,4772
2019-06-02,21,3534,0,4285
2019-06-02,22,3398,0,3763
2019-06-02,23,3135,0,3139
2019-06-03,0,2963,0,2476
2019-06-03,1,2933,0,1792
2019-06-03,2,2842,0,2543
2019-06-03,3,2661,0,1800
2019-06-03,4,2476,0,2051
2019-06-03,5,2198,0,2176
2019-06-03,6,1919,1669,2184
2019-06-03,7,1617,5658,2438
2019-06-03,8,1379,8376,2373
2019-06-03,9,963,9439,2313
2019-06-03,10,714,10029,2312
2019-06-03,11,554,10314,2331
2019-06-03,12,552,10011,2438
2019-06-03,13,704,9495,2501
2019-06-03,14,1030,9138,2507
2019-06-03,15,1581,8943,2797
2019-06-03,16,2594,8733,3574
2019-06-03,17,3033,7511,4608
2019-06-03,18,3157,4380,5747
2019-06-03,19,3701,886,6856
2019-06-03,20,3982,0,6834
2019-06-03,21,3792,0,6408
2019-06-03,22,3947,0,5166
2019-06-03,23,3882,0,4198
2019-06-04,0,3730,0,2953
2019-06-04,1,3638,0,2750
2019-06-04,2,3397,0,3586
2019-06-04,3,3195,0,2349
2019-06-04,4,2896,0,2508
2019-06-04,5,2427,0,2850
2019-06-04,6,1811,1658,2984
2019-06-04,7,1083,5398,2818
2019-06-04,8,663,7946,2700
2019-06-04,9,470,9078,2731
2019-06-04,10,316,9800,2662
2019-06-04,11,299,10063,2712
2019-06-04,12,435,10006,2759
2019-06-04,13,507,9747,3145
2019-06-04,14,569,9520,3909
2019-06-04,15,876,8719,5135
2019-06-04,16,1721,8379,6030
2019-06-04,17,2612,7325,6736
2019-06-04,18,3062,4586,7799
2019-06-04,19,2933,1107,9005
2019-06-04,20,3127,71,9531
2019-06-04,21,3176,0,8974
2019-06-04,22,3118,0,7257
2019-06-04,23,3015,0,5464
2019-06-05,0,3127,0,4845
2019-06-05,1,3139,0,4283
2019-06-05,2,2937,0,4447
2019-06-05,3,2819,0,3496
2019-06-05,4,2624,0,3374
2019-06-05,5,2143,0,3569
2019-06-05,6,1836,1682,3432
2019-06-05,7,1244,5566,3483
2019-06-05,8,817,8207,3223
2019-06-05,9,575,9278,3042
2019-06-05,10,505,9808,3147
2019-06-05,11,407,9885,3539
2019-06-05,12,371,9779,4280
2019-06-05,13,437,9509,5135
2019-06-05,14,681,9871,5361
2019-06-05,15,1403,9551,5820
2019-06-05,16,1605,8840,6762
2019-06-05,17,1956,6855,7812
2019-06-05,18,2085,3052,9750
2019-06-05,19,2225,597,10735
2019-06-05,20,2485,0,10284
2019-06-05,21,2597,0,9380
2019-06-05,22,2623,0,7536
2019-06-05,23,2698,0,5911
2019-06-06,0,2647,0,5231
2019-06-06,1,2422,0,4356
2019-06-06,2,2202,0,4343
2019-06-06,3,2162,0,3107
2019-06-06,4,2319,0,2902
2019-06-06,5,2355,0,3167
2019-06-06,6,2355,1568,3290
